node,nf_degree_centrality,nf_closeness_centrality,nf_pagerank,nf_load_centrality,nf_average_neighbor_degree,nf_eigenvector_centrality,nf_harmonic_centrality,nf_betweenness_centrality,nf_hub_score,nf_constraint,nf_coreness,nf_eccentricity
10626,0.2491624581229061,0.5659186734203006,0.0019195011605064,0.0318636078366529,195.3814970901064,0.1063259043134374,0.4215852459288462,1626.88785116755,0.0333506901914088,0.0103713955918605,102,5.0
18590,0.1030551527576378,0.5136905373471694,0.000772229335383,0.0030320460717832,250.52353226589037,0.0571496917355844,0.3989882827472991,219.2767215069541,0.006679990946128,0.0670570640192602,15,5.0
5031,0.1612080604030201,0.5357927450034828,0.0012060540169792,0.0090227173360677,229.6482630272953,0.082290781439275,0.4474015367435031,5258.006379326698,0.0439732405926293,0.0066824986916169,103,4.0
3262,0.0915045752287614,0.4925376810166486,0.0007979791753747,0.0040837294052651,135.6377049180328,0.029066801256993,0.4696484824242212,14740.340174264147,0.0630990634358651,0.0063485919106512,106,4.0
7161,0.088554427721386,0.4939244257841442,0.0007396469208204,0.0033188201894384,149.03387916431396,0.03043630097974,0.4146790672865498,664.2291376144292,0.0405401158439797,0.0103541743947279,107,4.0
17357,0.0876543827191359,0.4932544086817116,0.0007064858809143,0.0039997291016588,176.8687963491158,0.0365165699459769,0.4508058736270355,3004.913547624527,0.0237873939881182,0.0299368557596286,33,4.0
19737,0.1132556627831391,0.5030815284381053,0.0010103209692383,0.0068228542656186,126.67505518763797,0.0344767316297104,0.335751787589312,2.67572293480193,0.0007853247722589,0.2047730994461599,5,5.0
8362,0.056052802640132,0.4620414009795767,0.0005388943159773,0.0029269627623191,113.11596788581625,0.0153877531540504,0.4676108805441198,5833.964099958484,0.0555052500438233,0.0082292545740899,102,4.0
15676,0.0071503575178758,0.3740927796483352,6.863593239487242e-05,4.57827842338232e-05,116.4125874125874,0.0018968825987279,0.4215585779287842,981.3130204619882,0.0098306776195978,0.0371527946626002,30,4.0
14305,0.0464523226161308,0.4806181057893345,0.0003398201286839,0.0008048633832537,249.53067814854683,0.0217730715653709,0.3943030484855967,1343.117134135124,0.0049272983659341,0.0411869286235279,25,4.0
11717,0.0868543427171358,0.5001000250062516,0.0006745898697242,0.0028462791055837,197.55555555555557,0.0383322184938916,0.4420721036051594,3125.994078527167,0.0307069704671091,0.0143435092106226,63,4.0
13742,0.1330566528326416,0.5209565240042721,0.0011106340523263,0.006609227559414,179.5610672679444,0.0519778222106471,0.3381969098454212,165.4212515052744,0.0007838655356416,0.0522443765670669,21,5.0
6194,0.0928546427321366,0.5041849442847779,0.000763995650338,0.0041562363131019,176.7700592353258,0.0369737374049405,0.4511367235028637,5226.167582928175,0.023105163531556,0.0259386575616084,36,5.0
14707,0.0416520826041302,0.4774512378542268,0.0003046930845832,0.0004729152351001,322.5330132052821,0.0275856417747049,0.3371968598429228,51.97927722109284,0.0010635052458867,0.0605485178327978,18,5.0
18589,0.032751637581879,0.4721199244570349,0.0002415694142397,0.0002566132128531,335.12671755725194,0.0217712737388091,0.4387511042218441,80.75842333271096,0.0201846669980785,0.0407881853802361,25,4.0
